Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,service_mean,satisfaction
Male,Loyal Customer,61,Personal Travel,Eco,6.51471269087253,4,4,4,4,4,5,5,3,2,3,3,5,4,5,5.25227342804663,5.220355825078324,3.9166666666666665,0
Female,Loyal Customer,48,Business travel,Business,8.110727582974489,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0.0,0.0,4.083333333333333,1
Male,Loyal Customer,43,Business travel,Business,7.600902459542082,3,3,3,3,5,1,2,5,5,4,5,1,5,1,3.5263605246161616,3.295836866004329,3.3333333333333335,1
Female,Loyal Customer,10,Personal Travel,Eco,7.060476365999801,4,1,4,3,2,4,2,2,3,5,2,2,4,2,3.5553480614894135,2.4849066497880004,3.0,0
Female,disloyal Customer,36,Business travel,Eco,6.26530121273771,4,0,4,3,1,4,1,1,4,4,1,1,2,1,2.833213344056216,0.0,2.3333333333333335,0
Female,Loyal Customer,53,Business travel,Business,8.024862150286411,3,3,4,3,2,5,5,4,4,4,4,3,4,3,0.0,0.0,3.75,1
Female,Loyal Customer,53,Business travel,Eco,6.816735880594968,2,4,4,4,1,2,3,2,2,2,2,3,2,3,1.6094379124341003,1.791759469228055,2.3333333333333335,0
Male,Loyal Customer,17,Personal Travel,Eco,6.220590170099739,3,5,3,3,3,3,3,3,5,5,5,5,5,3,0.0,0.0,3.8333333333333335,0
Male,Loyal Customer,36,Personal Travel,Eco,6.709304340258298,4,4,4,4,5,4,5,5,3,1,4,1,3,5,0.0,0.0,3.6666666666666665,0
Male,Loyal Customer,54,Business travel,Business,7.4645098346365275,5,5,3,5,4,3,5,4,4,4,4,5,4,5,0.6931471805599453,1.3862943611198906,4.166666666666667,1
Female,Loyal Customer,32,Business travel,Eco Plus,7.0825485693553,3,3,3,3,3,2,3,3,1,4,4,1,4,3,0.6931471805599453,0.0,2.8333333333333335,0
Male,Loyal Customer,53,Personal Travel,Eco,5.697093486505405,2,2,2,2,5,2,5,5,3,4,2,2,3,5,1.0986122886681098,0.0,3.3333333333333335,0
Female,Loyal Customer,51,Business travel,Business,7.833203948641057,4,5,5,5,1,3,4,4,4,4,4,1,4,4,2.772588722239781,2.0794415416798357,3.5,0
Male,Loyal Customer,54,Business travel,Business,7.390798521735676,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0.0,0.0,3.75,1
Female,Loyal Customer,27,Business travel,Business,8.212568398234145,2,2,2,2,4,4,4,4,4,4,3,1,3,4,1.791759469228055,1.3862943611198906,3.25,1
Female,Loyal Customer,26,Business travel,Business,7.846589975291186,1,1,1,1,5,5,5,5,4,4,4,5,5,5,3.044522437723423,2.3978952727983707,4.083333333333333,1
Female,Loyal Customer,43,Business travel,Business,6.591673732008658,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0.0,0.0,3.75,1
Female,Loyal Customer,18,Personal Travel,Eco,7.010311867307229,3,2,3,3,2,3,2,2,2,1,3,1,2,2,2.302585092994046,0.0,2.1666666666666665,0
Male,Loyal Customer,32,Personal Travel,Eco Plus,7.301147805856032,2,5,2,4,2,2,2,2,4,2,3,3,5,2,2.3978952727983707,0.0,2.5833333333333335,0
Male,Loyal Customer,27,Personal Travel,Eco Plus,5.720311776607412,1,5,1,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3.25,0
Female,Loyal Customer,18,Personal Travel,Eco,7.138866999945524,3,3,3,3,3,3,3,3,4,3,4,2,4,3,3.367295829986474,3.1780538303479458,3.1666666666666665,0
Female,Loyal Customer,29,Personal Travel,Eco,5.5134287461649825,2,3,2,3,1,2,1,1,2,4,4,2,4,1,2.3978952727983707,3.044522437723423,2.1666666666666665,0
Male,Loyal Customer,59,Business travel,Business,7.568379267836522,1,1,1,1,3,4,5,5,5,5,5,4,5,4,0.0,0.0,3.9166666666666665,1
Female,disloyal Customer,61,Personal Travel,Eco,7.1731917424865985,3,4,3,3,4,3,4,4,3,4,4,3,5,4,4.499809670330265,4.48863636973214,3.6666666666666665,0
Male,Loyal Customer,31,Business travel,Business,6.259581464064923,3,1,1,1,3,3,3,3,3,5,3,2,3,3,2.0794415416798357,3.6109179126442243,2.9166666666666665,0
Female,Loyal Customer,50,Personal Travel,Eco,6.040254711277414,4,5,4,2,4,4,1,4,4,4,4,2,4,1,0.0,0.0,3.3333333333333335,0
Female,Loyal Customer,36,Business travel,Eco,6.678342114654332,4,5,3,5,4,4,4,4,3,5,4,1,2,4,4.356708826689592,4.330733340286331,3.5,1
Female,Loyal Customer,46,Personal Travel,Eco,7.370230641807081,2,5,2,3,3,3,5,2,2,2,2,4,2,4,2.6390573296152584,2.302585092994046,2.75,0
Male,Loyal Customer,55,Business travel,Business,7.5745584842024805,5,5,5,5,4,3,4,4,4,4,4,4,4,5,3.5553480614894135,3.044522437723423,4.166666666666667,1
Male,disloyal Customer,23,Business travel,Eco,7.062191632286556,4,4,4,3,2,4,2,2,4,2,3,5,4,2,2.3978952727983707,1.0986122886681098,3.1666666666666665,0
Female,disloyal Customer,21,Business travel,Business,6.891625897052253,4,0,4,3,3,4,2,3,3,3,4,3,5,3,0.0,0.0,3.4166666666666665,1
Female,Loyal Customer,45,Business travel,Business,5.916202062607435,2,2,3,2,2,3,5,5,5,5,5,2,5,2,0.0,0.0,3.6666666666666665,1
Male,Loyal Customer,41,Personal Travel,Eco,5.262690188904886,1,5,1,1,3,1,4,3,4,4,5,3,4,3,0.0,0.0,3.0,0
Female,Loyal Customer,49,Business travel,Business,6.448889394146858,1,1,1,1,3,5,4,3,3,3,3,4,3,4,0.0,2.3978952727983707,3.0833333333333335,1
Male,Loyal Customer,35,Business travel,Business,6.931471805599453,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0.0,0.0,3.5833333333333335,1
Male,Loyal Customer,23,Business travel,Business,7.923710333969238,3,4,4,4,3,3,3,2,3,3,3,3,1,3,5.303304908059076,5.3230099791384085,2.8333333333333335,0
Female,Loyal Customer,38,Business travel,Business,5.793013608384144,2,2,2,2,5,3,4,5,5,5,5,4,5,2,3.5553480614894135,3.713572066704308,3.9166666666666665,1
Female,disloyal Customer,22,Business travel,Business,7.229113877793302,5,5,5,3,5,2,2,4,4,4,4,2,5,2,0.0,0.0,3.6666666666666665,1
Male,Loyal Customer,46,Personal Travel,Eco,7.264730177929867,3,5,3,2,2,3,4,2,3,2,5,5,4,2,0.0,0.0,3.1666666666666665,0
Female,disloyal Customer,62,Business travel,Eco Plus,5.755742213586912,3,3,3,3,1,3,1,1,1,2,4,4,4,1,1.0986122886681098,0.0,2.3333333333333335,0
Female,Loyal Customer,52,Business travel,Business,8.23403420769204,5,5,5,5,2,4,5,5,5,5,5,5,5,5,0.6931471805599453,0.0,4.666666666666667,1
Female,Loyal Customer,18,Business travel,Eco,6.842683282238422,2,5,5,5,2,2,2,2,3,3,4,3,4,2,0.0,0.6931471805599453,2.8333333333333335,0
Male,Loyal Customer,51,Business travel,Business,7.622174594817622,2,2,2,2,4,5,4,4,4,4,4,4,4,4,2.1972245773362196,0.0,3.75,1
Female,Loyal Customer,58,Business travel,Eco,6.97166860472579,2,3,3,3,4,4,3,2,2,2,2,4,2,3,0.0,0.0,2.75,0
Male,Loyal Customer,31,Business travel,Business,7.739359202689098,5,5,5,5,5,5,5,5,4,4,4,3,5,5,3.4339872044851463,3.1780538303479458,4.583333333333333,1
Female,disloyal Customer,36,Business travel,Eco,6.437751649736401,2,2,2,4,5,2,3,5,2,1,3,2,3,5,0.0,2.772588722239781,2.9166666666666665,0
Female,disloyal Customer,33,Business travel,Eco Plus,4.356708826689592,3,3,3,5,5,3,5,5,2,4,3,2,2,5,0.0,0.0,3.5,0
Male,Loyal Customer,25,Business travel,Business,7.582738488914411,2,1,1,1,2,2,2,2,2,1,4,4,4,2,0.0,0.0,2.3333333333333335,0
Female,Loyal Customer,58,Business travel,Business,5.572154032177765,1,1,1,1,3,5,3,4,4,4,4,4,4,1,0.6931471805599453,0.0,3.1666666666666665,1
Male,Loyal Customer,48,Business travel,Business,7.675081857716334,2,2,2,2,3,3,3,4,5,5,5,3,3,3,4.948759890378168,5.181783550292085,3.4166666666666665,1
Female,Loyal Customer,68,Personal Travel,Eco Plus,6.6039438246004725,1,4,1,3,3,5,4,2,2,1,1,3,2,3,0.0,0.0,2.3333333333333335,0
Male,Loyal Customer,53,Business travel,Business,8.09101504171053,0,0,0,3,3,4,4,4,4,4,1,5,4,4,2.0794415416798357,0.0,3.0833333333333335,1
Male,disloyal Customer,23,Business travel,Business,6.450470422144176,4,5,4,4,4,2,2,5,3,5,5,2,3,2,5.043425116919247,4.955827057601261,3.4166666666666665,1
Female,Loyal Customer,54,Business travel,Business,7.344719054149673,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0.0,1.6094379124341003,4.666666666666667,1
Male,Loyal Customer,44,Business travel,Eco Plus,7.526178913346146,3,2,2,2,3,3,3,3,3,2,3,1,2,3,2.5649493574615367,2.9444389791664403,2.5833333333333335,0
Male,disloyal Customer,10,Business travel,Eco,7.565793282428515,3,3,3,2,1,3,1,1,5,2,4,4,5,1,0.0,0.0,2.75,0
Male,Loyal Customer,33,Business travel,Business,8.174702882469461,4,4,4,4,3,5,3,3,2,4,1,3,1,3,0.0,0.0,3.0,1
Male,Loyal Customer,17,Personal Travel,Business,6.990256500493881,1,5,2,3,4,2,4,4,3,1,5,5,1,4,1.791759469228055,0.0,3.0,0
Male,Loyal Customer,7,Personal Travel,Eco,6.954638864880987,1,5,1,1,1,1,1,1,5,2,5,4,5,1,0.0,2.6390573296152584,2.3333333333333335,0
Male,Loyal Customer,31,Personal Travel,Eco,6.790097235513905,3,3,3,4,1,3,1,1,5,5,3,1,5,1,0.0,0.0,2.6666666666666665,0
Male,Loyal Customer,43,Business travel,Business,7.596392304064196,5,5,5,5,2,5,4,4,4,4,4,3,4,3,2.8903717578961645,3.2188758248682006,3.9166666666666665,1
Female,disloyal Customer,30,Business travel,Eco,5.877735781779639,2,4,2,3,2,2,5,2,2,1,3,2,4,2,0.0,2.3978952727983707,2.4166666666666665,0
Male,Loyal Customer,11,Business travel,Business,8.113426639943654,5,5,5,5,4,4,4,4,5,3,5,3,5,4,0.0,0.0,4.25,1
Female,Loyal Customer,68,Business travel,Eco Plus,5.308267697401205,4,1,1,1,1,1,3,4,4,4,4,4,4,5,2.772588722239781,2.70805020110221,3.25,1
Female,disloyal Customer,15,Business travel,Eco,6.598509028614515,4,4,4,2,4,4,4,4,4,2,5,5,5,4,0.0,0.0,4.083333333333333,0
Female,Loyal Customer,63,Personal Travel,Eco,6.86171134048073,3,5,3,3,4,1,2,2,2,3,2,4,2,3,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,57,Business travel,Business,5.905361848054571,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0.0,0.0,3.25,1
Male,Loyal Customer,50,Personal Travel,Eco,6.3818160174060985,2,4,1,2,3,1,3,3,3,5,4,3,5,3,0.0,0.0,3.0,0
Male,Loyal Customer,29,Business travel,Business,7.545389749611823,3,3,3,3,4,4,4,4,1,1,4,3,5,4,0.0,0.0,3.3333333333333335,1
Female,disloyal Customer,32,Business travel,Eco,5.648974238161206,4,0,4,5,5,4,5,5,3,3,1,3,1,5,0.0,2.1972245773362196,3.5833333333333335,0
Male,Loyal Customer,51,Business travel,Business,8.00736706798333,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0.0,0.0,4.5,1
Female,Loyal Customer,72,Business travel,Business,5.030437921392435,5,5,5,5,2,5,2,5,5,5,3,1,5,3,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,51,Business travel,Eco,7.152268856032539,4,3,2,2,4,4,4,4,3,5,4,3,3,4,0.0,0.0,3.6666666666666665,0
Female,Loyal Customer,40,Business travel,Business,6.736966958001855,5,5,5,5,2,4,5,3,3,4,3,2,3,5,0.0,0.0,3.6666666666666665,1
Female,Loyal Customer,41,Business travel,Business,6.091309882077698,4,4,4,4,4,5,5,5,5,5,5,4,5,3,0.0,0.0,4.5,1
Male,disloyal Customer,11,Business travel,Eco,6.366470447731438,2,1,2,3,5,2,5,5,3,4,4,2,4,5,1.0986122886681098,2.302585092994046,3.5833333333333335,0
Male,Loyal Customer,21,Personal Travel,Eco,5.666426688112432,2,5,2,1,4,2,4,4,5,5,5,3,4,4,0.6931471805599453,0.0,3.6666666666666665,0
Female,disloyal Customer,26,Business travel,Eco,6.799055862058796,2,2,2,1,5,2,4,5,4,1,1,4,3,5,0.0,0.0,3.1666666666666665,0
Male,Loyal Customer,31,Personal Travel,Eco,6.894670039433482,3,4,3,2,3,3,2,3,3,5,5,3,4,3,0.0,0.0,3.3333333333333335,0
Female,Loyal Customer,54,Business travel,Business,7.237059026124737,3,3,3,3,5,4,4,5,5,5,5,5,5,3,0.0,0.0,4.333333333333333,1
Male,disloyal Customer,25,Business travel,Eco,5.733341276897746,2,0,2,2,4,2,4,4,1,2,2,3,3,4,0.0,0.0,2.75,0
Female,Loyal Customer,39,Business travel,Eco,5.583496308781699,4,4,3,4,4,4,4,4,5,1,1,3,3,4,0.0,0.0,3.3333333333333335,1
Male,Loyal Customer,51,Business travel,Eco,4.465908118654584,4,4,4,4,4,4,4,4,4,2,1,2,3,4,2.70805020110221,0.6931471805599453,3.3333333333333335,1
Male,Loyal Customer,48,Business travel,Business,7.466227556215481,3,3,3,3,2,3,5,4,4,5,4,4,4,5,0.0,0.6931471805599453,3.8333333333333335,1
Male,Loyal Customer,50,Business travel,Eco,5.572154032177765,5,1,1,1,5,5,5,5,2,1,3,1,5,5,0.0,0.0,3.5833333333333335,1
Female,Loyal Customer,59,Personal Travel,Eco,5.459585514144159,4,4,4,1,3,5,4,3,3,4,3,3,3,4,0.0,0.0,3.5833333333333335,0
Male,Loyal Customer,43,Business travel,Business,7.673223121121708,1,1,1,1,5,4,4,2,2,2,2,5,2,4,0.0,0.0,2.8333333333333335,1
Female,disloyal Customer,41,Business travel,Eco,6.776506992372183,3,3,3,4,3,3,3,3,2,4,4,3,3,3,3.6888794541139363,0.0,3.0833333333333335,0
Male,Loyal Customer,58,Personal Travel,Eco,5.91350300563827,1,1,1,2,2,1,2,2,1,1,2,1,1,2,0.0,0.0,1.4166666666666667,0
Male,Loyal Customer,49,Business travel,Business,8.1886891244442,4,4,4,4,4,5,5,5,5,5,5,5,5,3,2.8903717578961645,3.1780538303479458,4.583333333333333,1
Male,Loyal Customer,58,Business travel,Business,6.315358001522335,3,3,3,3,2,5,4,5,5,5,5,4,5,5,4.477336814478207,4.574710978503383,4.25,1
Male,Loyal Customer,26,Business travel,Business,7.663407664893479,1,1,1,1,3,4,3,3,4,4,4,5,4,3,2.833213344056216,0.0,3.25,1
Female,disloyal Customer,25,Business travel,Eco,4.709530201312334,2,5,2,3,2,2,2,2,5,1,2,4,2,2,2.8903717578961645,2.772588722239781,2.3333333333333335,0
Male,Loyal Customer,9,Personal Travel,Eco,4.499809670330265,2,5,2,3,4,2,4,4,4,3,5,4,5,4,0.0,2.0794415416798357,3.5833333333333335,0
Male,Loyal Customer,52,Business travel,Eco,6.6895992691789665,3,5,5,5,3,3,3,3,3,2,1,3,5,3,0.0,0.0,3.0833333333333335,1
Male,Loyal Customer,22,Business travel,Business,5.82600010738045,4,4,4,4,4,3,4,4,3,2,3,3,4,4,1.3862943611198906,1.3862943611198906,3.5,0
Male,Loyal Customer,51,Personal Travel,Eco Plus,6.07993319509559,4,3,5,3,3,5,3,3,1,2,3,4,3,3,0.0,0.0,3.25,0
Female,Loyal Customer,60,Business travel,Business,7.027314514039777,3,3,3,3,2,4,4,4,4,5,4,4,4,5,0.0,2.3978952727983707,3.8333333333333335,1
Female,disloyal Customer,20,Business travel,Eco,6.104793232414985,4,0,4,3,4,4,5,4,3,3,4,4,5,4,0.0,1.6094379124341003,4.0,1
Male,disloyal Customer,25,Business travel,Business,6.003887067106539,3,0,3,4,3,3,3,3,5,5,5,5,5,3,1.0986122886681098,0.0,3.8333333333333335,0
Male,Loyal Customer,62,Personal Travel,Eco,7.289610521451167,2,5,2,3,3,2,3,3,5,4,3,3,4,3,0.0,0.0,3.0833333333333335,0
Male,Loyal Customer,38,Personal Travel,Eco,6.3835066348840055,4,2,4,3,5,4,2,5,3,1,3,3,4,5,0.6931471805599453,0.0,3.5833333333333335,1
Female,Loyal Customer,51,Business travel,Business,8.109224953089955,4,4,4,4,3,4,5,4,4,4,4,3,4,3,3.1780538303479458,2.8903717578961645,3.8333333333333335,1
Female,Loyal Customer,35,Business travel,Business,7.373374309910049,2,2,2,2,5,3,4,3,3,4,3,3,3,3,0.0,0.0,3.1666666666666665,1
Female,Loyal Customer,11,Personal Travel,Eco,5.7899601708972535,4,2,4,2,5,4,1,5,2,5,2,4,3,5,0.0,0.0,3.6666666666666665,1
Male,Loyal Customer,48,Business travel,Business,7.510977752014095,3,3,2,3,5,5,4,4,4,4,4,3,4,5,0.0,0.0,3.9166666666666665,1
Female,Loyal Customer,52,Business travel,Eco Plus,6.063785208687608,2,2,2,2,4,2,5,2,2,2,2,1,2,3,0.0,1.0986122886681098,2.4166666666666665,1
Male,Loyal Customer,66,Personal Travel,Eco,7.372118028337787,2,3,3,2,1,3,1,1,2,2,2,2,3,1,0.0,1.0986122886681098,1.9166666666666667,0
Female,Loyal Customer,56,Business travel,Business,6.464588303689961,3,3,3,3,4,4,5,4,4,4,4,5,4,3,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,47,Business travel,Business,6.38856140554563,3,3,3,3,3,4,5,5,5,4,5,5,5,3,3.784189633918261,4.61512051684126,4.166666666666667,1
Female,Loyal Customer,37,Business travel,Eco,7.278628942320682,4,4,3,3,4,4,4,4,3,5,1,2,5,4,0.0,0.0,3.5833333333333335,1
Female,Loyal Customer,49,Business travel,Business,7.818832443803404,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0.0,0.0,4.166666666666667,1
Female,Loyal Customer,56,Business travel,Business,5.846438775057725,0,0,0,2,5,5,4,1,1,1,1,4,1,4,0.0,0.0,2.25,1
Female,Loyal Customer,45,Business travel,Business,6.894670039433482,2,1,4,1,2,4,3,2,2,2,2,4,2,2,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,12,Personal Travel,Business,6.706862336602747,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0.0,0.0,2.0,0
Male,Loyal Customer,23,Personal Travel,Eco,7.545918151209323,1,3,1,4,3,1,3,3,2,2,4,1,3,3,0.0,0.0,2.25,0
Female,Loyal Customer,10,Personal Travel,Eco,7.4673710669175595,2,5,2,5,4,2,5,4,4,1,3,4,5,4,2.1972245773362196,1.9459101490553132,3.3333333333333335,0
Female,Loyal Customer,33,Personal Travel,Eco,6.470799503782602,2,4,2,3,5,2,1,5,3,3,4,5,5,5,3.4011973816621555,2.5649493574615367,3.5,0
Male,disloyal Customer,26,Business travel,Business,5.4680601411351315,3,4,3,1,5,3,3,5,4,3,4,4,4,5,0.0,0.0,3.8333333333333335,0
Female,Loyal Customer,48,Business travel,Business,6.949856455000773,2,2,2,2,5,4,4,2,2,2,2,2,2,3,0.0,0.0,2.6666666666666665,0
Male,Loyal Customer,44,Business travel,Business,6.3818160174060985,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0.0,0.0,3.75,1
Male,disloyal Customer,37,Business travel,Business,5.43372200355424,4,4,4,3,4,4,5,4,2,5,5,1,1,4,0.6931471805599453,0.0,3.5833333333333335,0
Female,disloyal Customer,36,Business travel,Eco,5.641907070938114,3,0,3,3,1,3,1,1,2,5,4,4,2,1,0.6931471805599453,0.6931471805599453,2.5,0
Female,Loyal Customer,41,Business travel,Business,7.377133712833954,1,1,1,1,4,3,5,5,5,5,5,5,5,4,0.0,0.0,4.0,1
Male,Loyal Customer,59,Personal Travel,Eco,7.0431599159883405,4,5,4,4,1,4,1,1,5,4,3,4,5,1,0.0,0.0,3.0833333333333335,1
Male,Loyal Customer,10,Personal Travel,Eco,4.890349128221754,2,5,2,2,4,2,4,4,4,3,4,3,5,4,0.0,0.0,3.4166666666666665,0
Male,Loyal Customer,36,Personal Travel,Eco,5.6937321388027,3,4,3,3,2,3,2,2,4,2,5,5,5,2,0.0,0.0,3.1666666666666665,0
Male,Loyal Customer,66,Personal Travel,Eco,7.307872780763706,3,5,3,1,5,3,5,5,3,2,4,4,1,5,2.772588722239781,3.4011973816621555,3.5833333333333335,0
Male,Loyal Customer,44,Business travel,Business,7.994294986415977,1,1,1,1,5,4,5,4,4,4,4,4,4,4,0.0,0.0,3.6666666666666665,1
Female,Loyal Customer,39,Business travel,Business,8.212025804623437,2,5,5,5,3,2,3,2,3,4,3,3,3,3,5.209486152841421,5.081404364984463,3.0,0
Female,Loyal Customer,77,Business travel,Business,8.199738960630786,1,1,4,1,1,3,1,4,4,4,5,2,4,2,0.0,1.0986122886681098,2.9166666666666665,1
Female,Loyal Customer,56,Personal Travel,Eco,7.05444965813294,3,4,3,3,4,5,5,1,1,3,1,5,1,3,0.0,0.0,2.9166666666666665,0
Male,Loyal Customer,38,Business travel,Eco,6.522092798170152,4,3,5,5,4,4,4,4,1,1,1,2,4,4,0.0,0.0,3.1666666666666665,1
Male,Loyal Customer,58,Business travel,Business,7.805882040228621,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0.0,0.0,4.166666666666667,1
Male,Loyal Customer,62,Personal Travel,Eco,7.415175109613295,2,5,2,2,1,2,1,1,4,5,5,5,4,1,0.0,0.0,2.75,0
Male,Loyal Customer,50,Business travel,Business,7.721791776817535,4,1,1,1,4,2,2,4,4,4,4,1,4,3,1.6094379124341003,0.0,3.0833333333333335,0
Female,Loyal Customer,8,Personal Travel,Eco,7.466227556215481,2,0,2,3,1,2,1,1,1,2,3,5,5,1,0.0,0.0,2.1666666666666665,0
Male,disloyal Customer,30,Business travel,Eco,4.499809670330265,4,4,4,4,4,4,4,4,2,3,3,1,4,4,0.0,0.0,3.4166666666666665,0
Male,Loyal Customer,54,Personal Travel,Eco,4.948759890378168,2,5,2,2,1,2,1,1,4,3,2,2,5,1,0.0,0.6931471805599453,2.1666666666666665,0
Female,Loyal Customer,59,Business travel,Business,7.65728279297819,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0.6931471805599453,0.0,3.9166666666666665,1
Male,Loyal Customer,46,Business travel,Eco Plus,5.3230099791384085,4,4,4,4,4,4,4,4,5,1,1,4,1,4,1.3862943611198906,0.0,3.3333333333333335,1
Female,Loyal Customer,37,Business travel,Eco,7.1731917424865985,3,3,3,3,3,2,3,3,3,5,3,1,4,3,0.0,3.1354942159291497,3.0,0
Male,Loyal Customer,55,Personal Travel,Eco,6.315358001522335,2,0,2,4,3,2,3,3,4,5,5,4,5,3,0.0,0.0,3.4166666666666665,0
Female,Loyal Customer,35,Personal Travel,Eco,5.288267030694535,1,4,1,4,3,1,3,3,4,5,5,3,4,3,1.6094379124341003,0.0,3.0,0
Male,disloyal Customer,26,Business travel,Business,6.249975242259483,4,3,3,3,5,3,5,5,4,4,5,3,4,5,0.0,3.091042453358316,4.166666666666667,1
Male,Loyal Customer,47,Business travel,Eco Plus,5.924255797414532,4,5,5,5,4,4,4,4,2,2,2,5,5,4,1.6094379124341003,1.791759469228055,3.75,1
Female,Loyal Customer,75,Business travel,Business,6.51471269087253,3,3,3,3,3,5,3,5,5,5,5,5,5,3,0.0,0.0,4.166666666666667,1
Female,Loyal Customer,24,Personal Travel,Eco,5.786897381366708,5,3,5,3,4,5,4,4,2,3,3,2,1,4,0.0,0.0,3.5,1
Male,Loyal Customer,61,Business travel,Business,8.190354403763262,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0.0,0.0,4.333333333333333,1
Male,Loyal Customer,33,Personal Travel,Eco,6.516193076042964,4,4,4,1,1,4,1,1,3,4,4,5,5,1,0.0,0.0,3.0833333333333335,0
Male,Loyal Customer,37,Personal Travel,Eco,6.595780513961311,2,3,2,4,5,2,5,5,3,5,4,1,3,5,0.0,0.0,3.5,0
Female,disloyal Customer,29,Business travel,Eco,6.678342114654332,3,3,3,2,5,3,5,5,4,1,2,2,2,5,0.0,,3.3333333333333335,0
Male,Loyal Customer,20,Business travel,Eco,7.271008538280992,5,3,3,3,5,5,4,5,4,2,2,2,4,5,4.77912349311153,4.634728988229636,3.8333333333333335,1
Male,Loyal Customer,46,Business travel,Business,8.133293861222633,3,5,5,5,3,2,2,3,3,3,3,2,3,3,0.0,0.0,2.9166666666666665,0
Male,disloyal Customer,17,Business travel,Eco,5.8805329864007,1,4,1,3,1,1,1,4,4,3,3,1,4,1,5.099866427824199,5.19295685089021,2.0833333333333335,0
Male,disloyal Customer,24,Business travel,Eco,7.1785454837637,4,5,5,1,4,4,2,4,3,3,5,3,5,4,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,18,Personal Travel,Eco,5.823045895483019,4,4,4,4,5,4,5,5,5,5,5,4,4,5,0.0,0.0,4.583333333333333,0
Male,Loyal Customer,50,Business travel,Business,7.867871490396322,1,1,1,1,4,4,4,1,1,3,2,4,2,4,3.091042453358316,4.007333185232471,2.5833333333333335,1
Female,Loyal Customer,43,Personal Travel,Eco,6.318968113746434,3,5,3,3,2,5,5,4,4,3,4,4,4,4,0.0,0.0,3.75,0
Male,Loyal Customer,29,Business travel,Business,7.433666540166168,3,3,3,3,4,5,4,4,4,2,2,3,2,4,0.0,0.0,3.3333333333333335,1
Female,Loyal Customer,49,Business travel,Business,6.486160788944089,3,3,3,3,2,1,3,2,2,2,2,3,2,5,2.0794415416798357,0.0,2.5,1
Female,Loyal Customer,41,Personal Travel,Eco,6.71295620067707,3,5,3,1,5,3,5,5,3,4,4,5,5,5,0.0,0.0,4.166666666666667,0
Female,Loyal Customer,49,Business travel,Business,7.494430215031565,2,2,2,2,4,5,4,5,5,5,5,4,5,5,2.4849066497880004,0.0,4.25,1
Male,disloyal Customer,22,Business travel,Business,4.804021044733257,0,0,0,3,5,0,5,5,5,5,5,5,5,5,0.0,0.0,3.75,1
Male,Loyal Customer,54,Personal Travel,Eco,6.444131256700441,4,4,5,4,5,5,5,5,5,3,4,4,5,5,1.791759469228055,1.6094379124341003,4.583333333333333,1
Male,disloyal Customer,14,Business travel,Eco,6.669498089857879,3,3,3,4,2,3,2,2,3,1,3,3,3,2,4.672828834461906,4.68213122712422,2.5,0
Male,Loyal Customer,41,Business travel,Business,6.741700694652055,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0.0,0.0,3.75,1
Female,Loyal Customer,33,Business travel,Business,8.110727582974489,1,1,1,1,5,2,1,5,5,5,5,4,5,5,0.0,0.0,3.6666666666666665,1
Female,Loyal Customer,47,Business travel,Business,8.280711075662847,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0.0,0.0,4.583333333333333,1
Male,Loyal Customer,34,Business travel,Business,7.532623618788788,1,1,1,1,4,4,4,5,5,4,5,3,5,5,0.0,0.0,3.8333333333333335,1
Male,disloyal Customer,72,Business travel,Business,6.9865664594064265,2,2,2,1,4,2,3,4,1,2,1,2,2,4,0.0,0.0,2.4166666666666665,0
Female,Loyal Customer,18,Personal Travel,Eco,6.156978985585555,2,5,2,5,3,2,3,3,4,2,5,5,5,3,1.6094379124341003,0.0,3.25,0
Female,Loyal Customer,47,Business travel,Business,7.406103381237015,2,2,2,2,5,5,4,4,4,4,4,4,4,5,2.0794415416798357,2.1972245773362196,3.9166666666666665,1
Female,Loyal Customer,48,Personal Travel,Eco Plus,5.638354669333745,2,2,2,4,4,3,4,5,5,2,5,3,5,3,0.0,0.0,3.5833333333333335,0
